county,precinct,office,district,party,candidate,votes,vtd
FORD,Wilburn Township,President / Vice President,,write - in,"Stein, Jill E",0,000330
FORD,Wilburn Township,President / Vice President,,write - in,"Thorne, Kevin M",0,000330
FORD,Wilburn Township,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,000330
FORD,Wilburn Township,President / Vice President,,write - in,"Warner, Gerald L.",0,000330
FORD,Wilburn Township,President / Vice President,,Democratic,"Obama, Barack",7,000330
FORD,Wilburn Township,President / Vice President,,Libertarian,"Johnson, Gary",0,000330
FORD,Wilburn Township,President / Vice President,,Reform,"Baldwin, Chuck",0,000330
FORD,Wilburn Township,President / Vice President,,Republican,"Romney, Mitt",29,000330
FORD,Dodge Township H115,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,120020
FORD,Dodge Township H115,President / Vice President,,write - in,"Ayers, Avery L",0,120020
FORD,Dodge Township H115,President / Vice President,,write - in,"Barnett, Andre",0,120020
FORD,Dodge Township H115,President / Vice President,,write - in,"Barr, Roseanne C",0,120020
FORD,Dodge Township H115,President / Vice President,,write - in,"Bush, Kent W",0,120020
FORD,Dodge Township H115,President / Vice President,,write - in,"Christensen, Will",0,120020
FORD,Dodge Township H115,President / Vice President,,write - in,"Duncan, Richard A",0,120020
FORD,Dodge Township H115,President / Vice President,,write - in,"Goode, Virgil",0,120020
FORD,Dodge Township H115,President / Vice President,,write - in,"Hoefling, Tom",0,120020
FORD,Dodge Township H115,President / Vice President,,write - in,"Knill, Dennis J",0,120020
FORD,Dodge Township H115,President / Vice President,,write - in,"Reed, Jill A.",0,120020
FORD,Dodge Township H115,President / Vice President,,write - in,"Rogers, Rick L",0,120020
FORD,Dodge Township H115,President / Vice President,,write - in,"Stein, Jill E",0,120020
FORD,Dodge Township H115,President / Vice President,,write - in,"Thorne, Kevin M",0,120020
FORD,Dodge Township H115,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,120020
FORD,Dodge Township H115,President / Vice President,,write - in,"Warner, Gerald L.",0,120020
FORD,Dodge Township H115,President / Vice President,,Democratic,"Obama, Barack",42,120020
FORD,Dodge Township H115,President / Vice President,,Libertarian,"Johnson, Gary",1,120020
FORD,Dodge Township H115,President / Vice President,,Reform,"Baldwin, Chuck",0,120020
FORD,Dodge Township H115,President / Vice President,,Republican,"Romney, Mitt",163,120020
FORD,Dodge Township H119 A,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,12003A
FORD,Dodge Township H119 A,President / Vice President,,write - in,"Ayers, Avery L",0,12003A
FORD,Dodge Township H119 A,President / Vice President,,write - in,"Barnett, Andre",0,12003A
FORD,Dodge Township H119 A,President / Vice President,,write - in,"Barr, Roseanne C",0,12003A
FORD,Dodge Township H119 A,President / Vice President,,write - in,"Bush, Kent W",0,12003A
FORD,Dodge Township H119 A,President / Vice President,,write - in,"Christensen, Will",0,12003A
FORD,Dodge Township H119 A,President / Vice President,,write - in,"Duncan, Richard A",0,12003A
FORD,Dodge Township H119 A,President / Vice President,,write - in,"Goode, Virgil",0,12003A
FORD,Dodge Township H119 A,President / Vice President,,write - in,"Hoefling, Tom",0,12003A
FORD,Dodge Township H119 A,President / Vice President,,write - in,"Knill, Dennis J",0,12003A
FORD,Dodge Township H119 A,President / Vice President,,write - in,"Reed, Jill A.",0,12003A
FORD,Dodge Township H119 A,President / Vice President,,write - in,"Rogers, Rick L",0,12003A
FORD,Dodge Township H119 A,President / Vice President,,write - in,"Stein, Jill E",0,12003A
FORD,Dodge Township H119 A,President / Vice President,,write - in,"Thorne, Kevin M",0,12003A
FORD,Dodge Township H119 A,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,12003A
FORD,Dodge Township H119 A,President / Vice President,,write - in,"Warner, Gerald L.",0,12003A
FORD,Dodge Township H119 A,President / Vice President,,Democratic,"Obama, Barack",0,12003A
FORD,Dodge Township H119 A,President / Vice President,,Libertarian,"Johnson, Gary",0,12003A
FORD,Dodge Township H119 A,President / Vice President,,Reform,"Baldwin, Chuck",0,12003A
FORD,Dodge Township H119 A,President / Vice President,,Republican,"Romney, Mitt",0,12003A
FORD,Dodge Township H119,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,120030
FORD,Dodge Township H119,President / Vice President,,write - in,"Ayers, Avery L",0,120030
FORD,Dodge Township H119,President / Vice President,,write - in,"Barnett, Andre",0,120030
FORD,Dodge Township H119,President / Vice President,,write - in,"Barr, Roseanne C",0,120030
FORD,Dodge Township H119,President / Vice President,,write - in,"Bush, Kent W",0,120030
FORD,Dodge Township H119,President / Vice President,,write - in,"Christensen, Will",0,120030
FORD,Dodge Township H119,President / Vice President,,write - in,"Duncan, Richard A",0,120030
FORD,Dodge Township H119,President / Vice President,,write - in,"Goode, Virgil",0,120030
FORD,Dodge Township H119,President / Vice President,,write - in,"Hoefling, Tom",0,120030
FORD,Dodge Township H119,President / Vice President,,write - in,"Knill, Dennis J",0,120030
FORD,Dodge Township H119,President / Vice President,,write - in,"Reed, Jill A.",0,120030
FORD,Dodge Township H119,President / Vice President,,write - in,"Rogers, Rick L",0,120030
FORD,Dodge Township H119,President / Vice President,,write - in,"Stein, Jill E",0,120030
FORD,Dodge Township H119,President / Vice President,,write - in,"Thorne, Kevin M",0,120030
FORD,Dodge Township H119,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,120030
FORD,Dodge Township H119,President / Vice President,,write - in,"Warner, Gerald L.",0,120030
FORD,Dodge Township H119,President / Vice President,,Democratic,"Obama, Barack",3,120030
FORD,Dodge Township H119,President / Vice President,,Libertarian,"Johnson, Gary",0,120030
FORD,Dodge Township H119,President / Vice President,,Reform,"Baldwin, Chuck",0,120030
FORD,Dodge Township H119,President / Vice President,,Republican,"Romney, Mitt",38,120030
FORD,Enterprise Township H115,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,120040
FORD,Enterprise Township H115,President / Vice President,,write - in,"Ayers, Avery L",0,120040
FORD,Enterprise Township H115,President / Vice President,,write - in,"Barnett, Andre",0,120040
FORD,Enterprise Township H115,President / Vice President,,write - in,"Barr, Roseanne C",0,120040
FORD,Enterprise Township H115,President / Vice President,,write - in,"Bush, Kent W",0,120040
FORD,Enterprise Township H115,President / Vice President,,write - in,"Christensen, Will",0,120040
FORD,Enterprise Township H115,President / Vice President,,write - in,"Duncan, Richard A",0,120040
FORD,Enterprise Township H115,President / Vice President,,write - in,"Goode, Virgil",0,120040
FORD,Enterprise Township H115,President / Vice President,,write - in,"Hoefling, Tom",0,120040
FORD,Enterprise Township H115,President / Vice President,,write - in,"Knill, Dennis J",0,120040
FORD,Enterprise Township H115,President / Vice President,,write - in,"Reed, Jill A.",0,120040
FORD,Enterprise Township H115,President / Vice President,,write - in,"Rogers, Rick L",0,120040
FORD,Enterprise Township H115,President / Vice President,,write - in,"Stein, Jill E",0,120040
FORD,Enterprise Township H115,President / Vice President,,write - in,"Thorne, Kevin M",0,120040
FORD,Enterprise Township H115,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,120040
FORD,Enterprise Township H115,President / Vice President,,write - in,"Warner, Gerald L.",0,120040
FORD,Enterprise Township H115,President / Vice President,,Democratic,"Obama, Barack",58,120040
FORD,Enterprise Township H115,President / Vice President,,Libertarian,"Johnson, Gary",3,120040
FORD,Enterprise Township H115,President / Vice President,,Reform,"Baldwin, Chuck",3,120040
FORD,Enterprise Township H115,President / Vice President,,Republican,"Romney, Mitt",127,120040
FORD,Enterprise Township H119,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,120050
FORD,Enterprise Township H119,President / Vice President,,write - in,"Ayers, Avery L",0,120050
FORD,Enterprise Township H119,President / Vice President,,write - in,"Barnett, Andre",0,120050
FORD,Enterprise Township H119,President / Vice President,,write - in,"Barr, Roseanne C",0,120050
FORD,Enterprise Township H119,President / Vice President,,write - in,"Bush, Kent W",0,120050
FORD,Enterprise Township H119,President / Vice President,,write - in,"Christensen, Will",0,120050
FORD,Enterprise Township H119,President / Vice President,,write - in,"Duncan, Richard A",0,120050
FORD,Enterprise Township H119,President / Vice President,,write - in,"Goode, Virgil",0,120050
FORD,Enterprise Township H119,President / Vice President,,write - in,"Hoefling, Tom",0,120050
FORD,Enterprise Township H119,President / Vice President,,write - in,"Knill, Dennis J",0,120050
FORD,Enterprise Township H119,President / Vice President,,write - in,"Reed, Jill A.",0,120050
FORD,Enterprise Township H119,President / Vice President,,write - in,"Rogers, Rick L",0,120050
FORD,Enterprise Township H119,President / Vice President,,write - in,"Stein, Jill E",0,120050
FORD,Enterprise Township H119,President / Vice President,,write - in,"Thorne, Kevin M",0,120050
FORD,Enterprise Township H119,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,120050
FORD,Enterprise Township H119,President / Vice President,,write - in,"Warner, Gerald L.",0,120050
FORD,Enterprise Township H119,President / Vice President,,Democratic,"Obama, Barack",3,120050
FORD,Enterprise Township H119,President / Vice President,,Libertarian,"Johnson, Gary",0,120050
FORD,Enterprise Township H119,President / Vice President,,Reform,"Baldwin, Chuck",0,120050
FORD,Enterprise Township H119,President / Vice President,,Republican,"Romney, Mitt",1,120050
FORD,Grandview Township H115,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,120060
FORD,Grandview Township H115,President / Vice President,,write - in,"Ayers, Avery L",0,120060
FORD,Grandview Township H115,President / Vice President,,write - in,"Barnett, Andre",0,120060
FORD,Grandview Township H115,President / Vice President,,write - in,"Barr, Roseanne C",0,120060
FORD,Grandview Township H115,President / Vice President,,write - in,"Bush, Kent W",0,120060
FORD,Grandview Township H115,President / Vice President,,write - in,"Christensen, Will",0,120060
FORD,Grandview Township H115,President / Vice President,,write - in,"Duncan, Richard A",0,120060
FORD,Grandview Township H115,President / Vice President,,write - in,"Goode, Virgil",0,120060
FORD,Grandview Township H115,President / Vice President,,write - in,"Hoefling, Tom",0,120060
FORD,Grandview Township H115,President / Vice President,,write - in,"Knill, Dennis J",0,120060
FORD,Grandview Township H115,President / Vice President,,write - in,"Reed, Jill A.",0,120060
FORD,Grandview Township H115,President / Vice President,,write - in,"Rogers, Rick L",0,120060
FORD,Grandview Township H115,President / Vice President,,write - in,"Stein, Jill E",0,120060
FORD,Grandview Township H115,President / Vice President,,write - in,"Thorne, Kevin M",0,120060
FORD,Grandview Township H115,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,120060
FORD,Grandview Township H115,President / Vice President,,write - in,"Warner, Gerald L.",0,120060
FORD,Grandview Township H115,President / Vice President,,Democratic,"Obama, Barack",27,120060
FORD,Grandview Township H115,President / Vice President,,Libertarian,"Johnson, Gary",5,120060
FORD,Grandview Township H115,President / Vice President,,Reform,"Baldwin, Chuck",0,120060
FORD,Grandview Township H115,President / Vice President,,Republican,"Romney, Mitt",148,120060
FORD,Grandview Township H119 A,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,12007A
FORD,Grandview Township H119 A,President / Vice President,,write - in,"Ayers, Avery L",0,12007A
FORD,Grandview Township H119 A,President / Vice President,,write - in,"Barnett, Andre",0,12007A
FORD,Grandview Township H119 A,President / Vice President,,write - in,"Barr, Roseanne C",0,12007A
FORD,Grandview Township H119 A,President / Vice President,,write - in,"Bush, Kent W",0,12007A
FORD,Grandview Township H119 A,President / Vice President,,write - in,"Christensen, Will",0,12007A
FORD,Grandview Township H119 A,President / Vice President,,write - in,"Duncan, Richard A",0,12007A
FORD,Grandview Township H119 A,President / Vice President,,write - in,"Goode, Virgil",0,12007A
FORD,Grandview Township H119 A,President / Vice President,,write - in,"Hoefling, Tom",0,12007A
FORD,Grandview Township H119 A,President / Vice President,,write - in,"Knill, Dennis J",0,12007A
FORD,Grandview Township H119 A,President / Vice President,,write - in,"Reed, Jill A.",0,12007A
FORD,Grandview Township H119 A,President / Vice President,,write - in,"Rogers, Rick L",0,12007A
FORD,Grandview Township H119 A,President / Vice President,,write - in,"Stein, Jill E",0,12007A
FORD,Grandview Township H119 A,President / Vice President,,write - in,"Thorne, Kevin M",0,12007A
FORD,Grandview Township H119 A,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,12007A
FORD,Grandview Township H119 A,President / Vice President,,write - in,"Warner, Gerald L.",0,12007A
FORD,Grandview Township H119 A,President / Vice President,,Democratic,"Obama, Barack",0,12007A
FORD,Grandview Township H119 A,President / Vice President,,Libertarian,"Johnson, Gary",0,12007A
FORD,Grandview Township H119 A,President / Vice President,,Reform,"Baldwin, Chuck",0,12007A
FORD,Grandview Township H119 A,President / Vice President,,Republican,"Romney, Mitt",0,12007A
FORD,Grandview Township H119,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,120070
FORD,Grandview Township H119,President / Vice President,,write - in,"Ayers, Avery L",0,120070
FORD,Grandview Township H119,President / Vice President,,write - in,"Barnett, Andre",0,120070
FORD,Grandview Township H119,President / Vice President,,write - in,"Barr, Roseanne C",0,120070
FORD,Grandview Township H119,President / Vice President,,write - in,"Bush, Kent W",0,120070
FORD,Grandview Township H119,President / Vice President,,write - in,"Christensen, Will",0,120070
FORD,Grandview Township H119,President / Vice President,,write - in,"Duncan, Richard A",0,120070
FORD,Grandview Township H119,President / Vice President,,write - in,"Goode, Virgil",0,120070
FORD,Grandview Township H119,President / Vice President,,write - in,"Hoefling, Tom",0,120070
FORD,Grandview Township H119,President / Vice President,,write - in,"Knill, Dennis J",0,120070
FORD,Grandview Township H119,President / Vice President,,write - in,"Reed, Jill A.",0,120070
FORD,Grandview Township H119,President / Vice President,,write - in,"Rogers, Rick L",0,120070
FORD,Grandview Township H119,President / Vice President,,write - in,"Stein, Jill E",0,120070
FORD,Grandview Township H119,President / Vice President,,write - in,"Thorne, Kevin M",0,120070
FORD,Grandview Township H119,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,120070
FORD,Grandview Township H119,President / Vice President,,write - in,"Warner, Gerald L.",0,120070
FORD,Grandview Township H119,President / Vice President,,Democratic,"Obama, Barack",1,120070
FORD,Grandview Township H119,President / Vice President,,Libertarian,"Johnson, Gary",0,120070
FORD,Grandview Township H119,President / Vice President,,Reform,"Baldwin, Chuck",0,120070
FORD,Grandview Township H119,President / Vice President,,Republican,"Romney, Mitt",2,120070
FORD,Grandview Township Ward 2 H115,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,120080
FORD,Grandview Township Ward 2 H115,President / Vice President,,write - in,"Ayers, Avery L",0,120080
FORD,Grandview Township Ward 2 H115,President / Vice President,,write - in,"Barnett, Andre",0,120080
FORD,Grandview Township Ward 2 H115,President / Vice President,,write - in,"Barr, Roseanne C",0,120080
FORD,Grandview Township Ward 2 H115,President / Vice President,,write - in,"Bush, Kent W",0,120080
FORD,Grandview Township Ward 2 H115,President / Vice President,,write - in,"Christensen, Will",0,120080
FORD,Grandview Township Ward 2 H115,President / Vice President,,write - in,"Duncan, Richard A",0,120080
FORD,Grandview Township Ward 2 H115,President / Vice President,,write - in,"Goode, Virgil",0,120080
FORD,Grandview Township Ward 2 H115,President / Vice President,,write - in,"Hoefling, Tom",0,120080
FORD,Grandview Township Ward 2 H115,President / Vice President,,write - in,"Knill, Dennis J",0,120080
FORD,Grandview Township Ward 2 H115,President / Vice President,,write - in,"Reed, Jill A.",0,120080
FORD,Grandview Township Ward 2 H115,President / Vice President,,write - in,"Rogers, Rick L",0,120080
FORD,Grandview Township Ward 2 H115,President / Vice President,,write - in,"Stein, Jill E",0,120080
FORD,Grandview Township Ward 2 H115,President / Vice President,,write - in,"Thorne, Kevin M",0,120080
FORD,Grandview Township Ward 2 H115,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,120080
FORD,Grandview Township Ward 2 H115,President / Vice President,,write - in,"Warner, Gerald L.",0,120080
FORD,Grandview Township Ward 2 H115,President / Vice President,,Democratic,"Obama, Barack",30,120080
FORD,Grandview Township Ward 2 H115,President / Vice President,,Libertarian,"Johnson, Gary",6,120080
FORD,Grandview Township Ward 2 H115,President / Vice President,,Reform,"Baldwin, Chuck",1,120080
FORD,Grandview Township Ward 2 H115,President / Vice President,,Republican,"Romney, Mitt",41,120080
FORD,Grandview Township Ward 2 H119,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,120090
FORD,Grandview Township Ward 2 H119,President / Vice President,,write - in,"Ayers, Avery L",0,120090
FORD,Grandview Township Ward 2 H119,President / Vice President,,write - in,"Barnett, Andre",0,120090
FORD,Grandview Township Ward 2 H119,President / Vice President,,write - in,"Barr, Roseanne C",0,120090
FORD,Grandview Township Ward 2 H119,President / Vice President,,write - in,"Bush, Kent W",0,120090
FORD,Grandview Township Ward 2 H119,President / Vice President,,write - in,"Christensen, Will",0,120090
FORD,Grandview Township Ward 2 H119,President / Vice President,,write - in,"Duncan, Richard A",0,120090
FORD,Grandview Township Ward 2 H119,President / Vice President,,write - in,"Goode, Virgil",0,120090
FORD,Grandview Township Ward 2 H119,President / Vice President,,write - in,"Hoefling, Tom",0,120090
FORD,Grandview Township Ward 2 H119,President / Vice President,,write - in,"Knill, Dennis J",0,120090
FORD,Grandview Township Ward 2 H119,President / Vice President,,write - in,"Reed, Jill A.",0,120090
FORD,Grandview Township Ward 2 H119,President / Vice President,,write - in,"Rogers, Rick L",0,120090
FORD,Grandview Township Ward 2 H119,President / Vice President,,write - in,"Stein, Jill E",0,120090
FORD,Grandview Township Ward 2 H119,President / Vice President,,write - in,"Thorne, Kevin M",0,120090
FORD,Grandview Township Ward 2 H119,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,120090
FORD,Grandview Township Ward 2 H119,President / Vice President,,write - in,"Warner, Gerald L.",0,120090
FORD,Grandview Township Ward 2 H119,President / Vice President,,Democratic,"Obama, Barack",0,120090
FORD,Grandview Township Ward 2 H119,President / Vice President,,Libertarian,"Johnson, Gary",0,120090
FORD,Grandview Township Ward 2 H119,President / Vice President,,Reform,"Baldwin, Chuck",0,120090
FORD,Grandview Township Ward 2 H119,President / Vice President,,Republican,"Romney, Mitt",4,120090
FORD,Dodge City Precinct 07,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,600010
FORD,Dodge City Precinct 07,President / Vice President,,write - in,"Ayers, Avery L",0,600010
FORD,Dodge City Precinct 07,President / Vice President,,write - in,"Barnett, Andre",0,600010
FORD,Dodge City Precinct 07,President / Vice President,,write - in,"Barr, Roseanne C",0,600010
FORD,Dodge City Precinct 07,President / Vice President,,write - in,"Bush, Kent W",0,600010
FORD,Dodge City Precinct 07,President / Vice President,,write - in,"Christensen, Will",0,600010
FORD,Dodge City Precinct 07,President / Vice President,,write - in,"Duncan, Richard A",0,600010
FORD,Dodge City Precinct 07,President / Vice President,,write - in,"Goode, Virgil",0,600010
FORD,Dodge City Precinct 07,President / Vice President,,write - in,"Hoefling, Tom",0,600010
FORD,Dodge City Precinct 07,President / Vice President,,write - in,"Knill, Dennis J",0,600010
FORD,Dodge City Precinct 07,President / Vice President,,write - in,"Reed, Jill A.",0,600010
FORD,Dodge City Precinct 07,President / Vice President,,write - in,"Rogers, Rick L",0,600010
FORD,Dodge City Precinct 07,President / Vice President,,write - in,"Stein, Jill E",0,600010
FORD,Dodge City Precinct 07,President / Vice President,,write - in,"Thorne, Kevin M",0,600010
FORD,Dodge City Precinct 07,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,600010
FORD,Dodge City Precinct 07,President / Vice President,,write - in,"Warner, Gerald L.",0,600010
FORD,Dodge City Precinct 07,President / Vice President,,Democratic,"Obama, Barack",12,600010
FORD,Dodge City Precinct 07,President / Vice President,,Libertarian,"Johnson, Gary",0,600010
FORD,Dodge City Precinct 07,President / Vice President,,Reform,"Baldwin, Chuck",0,600010
FORD,Dodge City Precinct 07,President / Vice President,,Republican,"Romney, Mitt",41,600010
FORD,Dodge City Precinct 08,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,800010
FORD,Dodge City Precinct 08,President / Vice President,,write - in,"Ayers, Avery L",0,800010
FORD,Dodge City Precinct 08,President / Vice President,,write - in,"Barnett, Andre",0,800010
FORD,Dodge City Precinct 08,President / Vice President,,write - in,"Barr, Roseanne C",0,800010
FORD,Dodge City Precinct 08,President / Vice President,,write - in,"Bush, Kent W",0,800010
FORD,Dodge City Precinct 08,President / Vice President,,write - in,"Christensen, Will",0,800010
FORD,Dodge City Precinct 08,President / Vice President,,write - in,"Duncan, Richard A",0,800010
FORD,Dodge City Precinct 08,President / Vice President,,write - in,"Goode, Virgil",0,800010
FORD,Dodge City Precinct 08,President / Vice President,,write - in,"Hoefling, Tom",0,800010
FORD,Dodge City Precinct 08,President / Vice President,,write - in,"Knill, Dennis J",0,800010
FORD,Dodge City Precinct 08,President / Vice President,,write - in,"Reed, Jill A.",0,800010
FORD,Dodge City Precinct 08,President / Vice President,,write - in,"Rogers, Rick L",0,800010
FORD,Dodge City Precinct 08,President / Vice President,,write - in,"Stein, Jill E",0,800010
FORD,Dodge City Precinct 08,President / Vice President,,write - in,"Thorne, Kevin M",0,800010
FORD,Dodge City Precinct 08,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,800010
FORD,Dodge City Precinct 08,President / Vice President,,write - in,"Warner, Gerald L.",0,800010
FORD,Dodge City Precinct 08,President / Vice President,,Democratic,"Obama, Barack",0,800010
FORD,Dodge City Precinct 08,President / Vice President,,Libertarian,"Johnson, Gary",0,800010
FORD,Dodge City Precinct 08,President / Vice President,,Reform,"Baldwin, Chuck",0,800010
FORD,Dodge City Precinct 08,President / Vice President,,Republican,"Romney, Mitt",2,800010
FORD,Dodge City Precinct 09,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,900010
FORD,Dodge City Precinct 09,President / Vice President,,write - in,"Ayers, Avery L",0,900010
FORD,Dodge City Precinct 09,President / Vice President,,write - in,"Barnett, Andre",0,900010
FORD,Dodge City Precinct 09,President / Vice President,,write - in,"Barr, Roseanne C",0,900010
FORD,Dodge City Precinct 09,President / Vice President,,write - in,"Bush, Kent W",0,900010
FORD,Dodge City Precinct 09,President / Vice President,,write - in,"Christensen, Will",0,900010
FORD,Dodge City Precinct 09,President / Vice President,,write - in,"Duncan, Richard A",0,900010
FORD,Dodge City Precinct 09,President / Vice President,,write - in,"Goode, Virgil",0,900010
FORD,Dodge City Precinct 09,President / Vice President,,write - in,"Hoefling, Tom",0,900010
FORD,Dodge City Precinct 09,President / Vice President,,write - in,"Knill, Dennis J",0,900010
FORD,Dodge City Precinct 09,President / Vice President,,write - in,"Reed, Jill A.",0,900010
FORD,Dodge City Precinct 09,President / Vice President,,write - in,"Rogers, Rick L",0,900010
FORD,Dodge City Precinct 09,President / Vice President,,write - in,"Stein, Jill E",0,900010
FORD,Dodge City Precinct 09,President / Vice President,,write - in,"Thorne, Kevin M",0,900010
FORD,Dodge City Precinct 09,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,900010
FORD,Dodge City Precinct 09,President / Vice President,,write - in,"Warner, Gerald L.",0,900010
FORD,Dodge City Precinct 09,President / Vice President,,Democratic,"Obama, Barack",6,900010
FORD,Dodge City Precinct 09,President / Vice President,,Libertarian,"Johnson, Gary",0,900010
FORD,Dodge City Precinct 09,President / Vice President,,Reform,"Baldwin, Chuck",0,900010
FORD,Dodge City Precinct 09,President / Vice President,,Republican,"Romney, Mitt",11,900010
FORD,Bloom Township,U.S. House,1,Republican,"Huelskamp, Tim",38,000010
FORD,Bucklin City,U.S. House,1,Republican,"Huelskamp, Tim",278,000020
FORD,Bucklin Township,U.S. House,1,Republican,"Huelskamp, Tim",54,000030
FORD,Concord Township,U.S. House,1,Republican,"Huelskamp, Tim",48,000040
FORD,Dodge City Precinct 01,U.S. House,1,Republican,"Huelskamp, Tim",468,00005A
FORD,Dodge City Airport,U.S. House,1,Republican,"Huelskamp, Tim",0,00005B
FORD,Dodge City Industrial Park,U.S. House,1,Republican,"Huelskamp, Tim",0,00005C
FORD,Dodge City Precinct 02,U.S. House,1,Republican,"Huelskamp, Tim",289,000060
FORD,Dodge City Precinct 03,U.S. House,1,Republican,"Huelskamp, Tim",354,000070
FORD,Dodge City Precinct 04,U.S. House,1,Republican,"Huelskamp, Tim",727,00008A
FORD,Dodge City Excel #1,U.S. House,1,Republican,"Huelskamp, Tim",0,00008B
FORD,Dodge City Excel #2,U.S. House,1,Republican,"Huelskamp, Tim",0,00008C
FORD,Dodge City Millard,U.S. House,1,Republican,"Huelskamp, Tim",0,00008D
FORD,Dodge City Precinct 05,U.S. House,1,Republican,"Huelskamp, Tim",1224,000090
FORD,Dodge City Precinct 06,U.S. House,1,Republican,"Huelskamp, Tim",1431,000100
FORD,Dodge Township Ward 3,U.S. House,1,Republican,"Huelskamp, Tim",32,000200
FORD,Fairview Township,U.S. House,1,Republican,"Huelskamp, Tim",113,000220
FORD,Ford City,U.S. House,1,Republican,"Huelskamp, Tim",91,000230
FORD,Ford Township,U.S. House,1,Republican,"Huelskamp, Tim",72,000240
FORD,Richland Township,U.S. House,1,Republican,"Huelskamp, Tim",180,000260
FORD,Royal Township,U.S. House,1,Republican,"Huelskamp, Tim",103,000270
FORD,Sodville Township,U.S. House,1,Republican,"Huelskamp, Tim",44,000280
FORD,Spearville City,U.S. House,1,Republican,"Huelskamp, Tim",308,000300
FORD,Spearville Township,U.S. House,1,Republican,"Huelskamp, Tim",167,000310
FORD,Wheatland Township,U.S. House,1,Republican,"Huelskamp, Tim",66,000320
FORD,Wilburn Township,U.S. House,1,Republican,"Huelskamp, Tim",32,000330
FORD,Dodge Township H115,U.S. House,1,Republican,"Huelskamp, Tim",175,120020
FORD,Dodge Township H119 A,U.S. House,1,Republican,"Huelskamp, Tim",0,12003A
FORD,Dodge Township H119,U.S. House,1,Republican,"Huelskamp, Tim",36,120030
FORD,Enterprise Township H115,U.S. House,1,Republican,"Huelskamp, Tim",157,120040
FORD,Enterprise Township H119,U.S. House,1,Republican,"Huelskamp, Tim",1,120050
FORD,Grandview Township H115,U.S. House,1,Republican,"Huelskamp, Tim",152,120060
FORD,Grandview Township H119 A,U.S. House,1,Republican,"Huelskamp, Tim",0,12007A
FORD,Grandview Township H119,U.S. House,1,Republican,"Huelskamp, Tim",3,120070
FORD,Grandview Township Ward 2 H115,U.S. House,1,Republican,"Huelskamp, Tim",55,120080
FORD,Grandview Township Ward 2 H119,U.S. House,1,Republican,"Huelskamp, Tim",4,120090
FORD,Dodge City Precinct 07,U.S. House,1,Republican,"Huelskamp, Tim",53,600010
FORD,Dodge City Precinct 08,U.S. House,1,Republican,"Huelskamp, Tim",1,800010
FORD,Dodge City Precinct 09,U.S. House,1,Republican,"Huelskamp, Tim",16,900010
