STATE,COUNTY,precinct,office,district,party,candidate,votes
Kansas,Labette,Richland 1B,U.S. Senate,,R,Pat Roberts,8
Kansas,Labette,Richland 7,U.S. Senate,,R,Pat Roberts,25
Kansas,Labette,Walton,U.S. Senate,,R,Pat Roberts,160
Kansas,Labette,W1P1,U.S. Senate,,I,Greg Orman,108
Kansas,Labette,W1P2,U.S. Senate,,I,Greg Orman,42
Kansas,Labette,W1P3,U.S. Senate,,I,Greg Orman,36
Kansas,Labette,W2P1,U.S. Senate,,I,Greg Orman,41
Kansas,Labette,W2P2,U.S. Senate,,I,Greg Orman,104
Kansas,Labette,W2P3,U.S. Senate,,I,Greg Orman,89
Kansas,Labette,W3P1,U.S. Senate,,I,Greg Orman,25
Kansas,Labette,W3P2,U.S. Senate,,I,Greg Orman,117
Kansas,Labette,W3P3,U.S. Senate,,I,Greg Orman,84
Kansas,Labette,W3P4,U.S. Senate,,I,Greg Orman,123
Kansas,Labette,W4P1,U.S. Senate,,I,Greg Orman,44
Kansas,Labette,W4P2,U.S. Senate,,I,Greg Orman,88
Kansas,Labette,W4P3,U.S. Senate,,I,Greg Orman,72
Kansas,Labette,W4P4,U.S. Senate,,I,Greg Orman,81
Kansas,Labette,City of Chetopa W1,U.S. Senate,,I,Greg Orman,26
Kansas,Labette,City of Chetopa W2,U.S. Senate,,I,Greg Orman,24
Kansas,Labette,City of Chetopa W3,U.S. Senate,,I,Greg Orman,31
Kansas,Labette,City of Oswego W1,U.S. Senate,,I,Greg Orman,52
Kansas,Labette,City of Oswego W2,U.S. Senate,,I,Greg Orman,64
Kansas,Labette,City of Oswego W3,U.S. Senate,,I,Greg Orman,45
Kansas,Labette,Canada,U.S. Senate,,I,Greg Orman,21
Kansas,Labette,Elm Grove,U.S. Senate,,I,Greg Orman,47
Kansas,Labette,Fairview,U.S. Senate,,I,Greg Orman,18
Kansas,Labette,Hackberry,U.S. Senate,,I,Greg Orman,26
Kansas,Labette,Howard,U.S. Senate,,I,Greg Orman,42
Kansas,Labette,Labette,U.S. Senate,,I,Greg Orman,32
Kansas,Labette,Liberty,U.S. Senate,,I,Greg Orman,47
Kansas,Labette,Montana,U.S. Senate,,I,Greg Orman,16
Kansas,Labette,Mound Valley,U.S. Senate,,I,Greg Orman,70
Kansas,Labette,Mt Pleasant,U.S. Senate,,I,Greg Orman,123
Kansas,Labette,Neosho,U.S. Senate,,I,Greg Orman,19
Kansas,Labette,North,U.S. Senate,,I,Greg Orman,91
Kansas,Labette,Osage,U.S. Senate,,I,Greg Orman,75
Kansas,Labette,Oswego,U.S. Senate,,I,Greg Orman,30
Kansas,Labette,Richland 1A,U.S. Senate,,I,Greg Orman,6
Kansas,Labette,Richland 1B,U.S. Senate,,I,Greg Orman,4
Kansas,Labette,Richland 7,U.S. Senate,,I,Greg Orman,18
Kansas,Labette,Walton,U.S. Senate,,I,Greg Orman,105
Kansas,Labette,W1P1,U.S. Senate,,L,Randall Batson,13
Kansas,Labette,W1P2,U.S. Senate,,L,Randall Batson,6
Kansas,Labette,W1P3,U.S. Senate,,L,Randall Batson,4
Kansas,Labette,W2P1,U.S. Senate,,L,Randall Batson,4
Kansas,Labette,W2P2,U.S. Senate,,L,Randall Batson,6
Kansas,Labette,W2P3,U.S. Senate,,L,Randall Batson,18
Kansas,Labette,W3P1,U.S. Senate,,L,Randall Batson,6
Kansas,Labette,W3P2,U.S. Senate,,L,Randall Batson,12
Kansas,Labette,W3P3,U.S. Senate,,L,Randall Batson,21
Kansas,Labette,W3P4,U.S. Senate,,L,Randall Batson,15
Kansas,Labette,W4P1,U.S. Senate,,L,Randall Batson,8
Kansas,Labette,W4P2,U.S. Senate,,L,Randall Batson,15
Kansas,Labette,W4P3,U.S. Senate,,L,Randall Batson,8
Kansas,Labette,W4P4,U.S. Senate,,L,Randall Batson,12
Kansas,Labette,City of Chetopa W1,U.S. Senate,,L,Randall Batson,7
Kansas,Labette,City of Chetopa W2,U.S. Senate,,L,Randall Batson,6
Kansas,Labette,City of Chetopa W3,U.S. Senate,,L,Randall Batson,7
Kansas,Labette,City of Oswego W1,U.S. Senate,,L,Randall Batson,18
Kansas,Labette,City of Oswego W2,U.S. Senate,,L,Randall Batson,12
Kansas,Labette,City of Oswego W3,U.S. Senate,,L,Randall Batson,14
Kansas,Labette,Canada,U.S. Senate,,L,Randall Batson,3
Kansas,Labette,Elm Grove,U.S. Senate,,L,Randall Batson,18
Kansas,Labette,Fairview,U.S. Senate,,L,Randall Batson,3
Kansas,Labette,Hackberry,U.S. Senate,,L,Randall Batson,9
Kansas,Labette,Howard,U.S. Senate,,L,Randall Batson,7
Kansas,Labette,Labette,U.S. Senate,,L,Randall Batson,8
Kansas,Labette,Liberty,U.S. Senate,,L,Randall Batson,6
Kansas,Labette,Montana,U.S. Senate,,L,Randall Batson,3
Kansas,Labette,Mound Valley,U.S. Senate,,L,Randall Batson,17
Kansas,Labette,Mt Pleasant,U.S. Senate,,L,Randall Batson,26
Kansas,Labette,Neosho,U.S. Senate,,L,Randall Batson,6
Kansas,Labette,North,U.S. Senate,,L,Randall Batson,15
Kansas,Labette,Osage,U.S. Senate,,L,Randall Batson,12
Kansas,Labette,Oswego,U.S. Senate,,L,Randall Batson,5
Kansas,Labette,Richland 1A,U.S. Senate,,L,Randall Batson,2
Kansas,Labette,Richland 1B,U.S. Senate,,L,Randall Batson,1
Kansas,Labette,Richland 7,U.S. Senate,,L,Randall Batson,5
Kansas,Labette,Walton,U.S. Senate,,L,Randall Batson,14
Kansas,Labette,W1P1,U.S. House,CD2,R,Lynn Jenkins,138
Kansas,Labette,W1P2,U.S. House,CD2,R,Lynn Jenkins,62
Kansas,Labette,W1P3,U.S. House,CD2,R,Lynn Jenkins,37
Kansas,Labette,W2P1,U.S. House,CD2,R,Lynn Jenkins,34
Kansas,Labette,W2P2,U.S. House,CD2,R,Lynn Jenkins,98
Kansas,Labette,W2P3,U.S. House,CD2,R,Lynn Jenkins,82
Kansas,Labette,W3P1,U.S. House,CD2,R,Lynn Jenkins,47
Kansas,Labette,W3P2,U.S. House,CD2,R,Lynn Jenkins,104
Kansas,Labette,W3P3,U.S. House,CD2,R,Lynn Jenkins,94
Kansas,Labette,W3P4,U.S. House,CD2,R,Lynn Jenkins,146
Kansas,Labette,W4P1,U.S. House,CD2,R,Lynn Jenkins,68
Kansas,Labette,W4P2,U.S. House,CD2,R,Lynn Jenkins,81
Kansas,Labette,W4P3,U.S. House,CD2,R,Lynn Jenkins,61
Kansas,Labette,W4P4,U.S. House,CD2,R,Lynn Jenkins,126
Kansas,Labette,City of Chetopa W1,U.S. House,CD2,R,Lynn Jenkins,41
Kansas,Labette,City of Chetopa W2,U.S. House,CD2,R,Lynn Jenkins,42
Kansas,Labette,City of Chetopa W3,U.S. House,CD2,R,Lynn Jenkins,56
Kansas,Labette,City of Oswego W1,U.S. House,CD2,R,Lynn Jenkins,132
Kansas,Labette,City of Oswego W2,U.S. House,CD2,R,Lynn Jenkins,99
Kansas,Labette,City of Oswego W3,U.S. House,CD2,R,Lynn Jenkins,69
Kansas,Labette,Canada,U.S. House,CD2,R,Lynn Jenkins,75
Kansas,Labette,Elm Grove,U.S. House,CD2,R,Lynn Jenkins,246
Kansas,Labette,Fairview,U.S. House,CD2,R,Lynn Jenkins,59
Kansas,Labette,Hackberry,U.S. House,CD2,R,Lynn Jenkins,79
Kansas,Labette,Howard,U.S. House,CD2,R,Lynn Jenkins,99
Kansas,Labette,Labette,U.S. House,CD2,R,Lynn Jenkins,108
Kansas,Labette,Liberty,U.S. House,CD2,R,Lynn Jenkins,94
Kansas,Labette,Montana,U.S. House,CD2,R,Lynn Jenkins,42
Kansas,Labette,Mound Valley,U.S. House,CD2,R,Lynn Jenkins,185
Kansas,Labette,Mt Pleasant,U.S. House,CD2,R,Lynn Jenkins,273
Kansas,Labette,Neosho,U.S. House,CD2,R,Lynn Jenkins,43
Kansas,Labette,North,U.S. House,CD2,R,Lynn Jenkins,145
Kansas,Labette,Osage,U.S. House,CD2,R,Lynn Jenkins,161
Kansas,Labette,Oswego,U.S. House,CD2,R,Lynn Jenkins,59
Kansas,Labette,Richland 1A,U.S. House,CD2,R,Lynn Jenkins,14
Kansas,Labette,Richland 1B,U.S. House,CD2,R,Lynn Jenkins,11
Kansas,Labette,Richland 7,U.S. House,CD2,R,Lynn Jenkins,33
Kansas,Labette,Walton,U.S. House,CD2,R,Lynn Jenkins,176
Kansas,Labette,W1P1,U.S. House,CD2,D,Margie Wakefield,99
Kansas,Labette,W1P2,U.S. House,CD2,D,Margie Wakefield,41
Kansas,Labette,W1P3,U.S. House,CD2,D,Margie Wakefield,42
Kansas,Labette,W2P1,U.S. House,CD2,D,Margie Wakefield,44
Kansas,Labette,W2P2,U.S. House,CD2,D,Margie Wakefield,103
Kansas,Labette,W2P3,U.S. House,CD2,D,Margie Wakefield,97
Kansas,Labette,W3P1,U.S. House,CD2,D,Margie Wakefield,25
Kansas,Labette,W3P2,U.S. House,CD2,D,Margie Wakefield,118
Kansas,Labette,W3P3,U.S. House,CD2,D,Margie Wakefield,98
Kansas,Labette,W3P4,U.S. House,CD2,D,Margie Wakefield,112
Kansas,Labette,W4P1,U.S. House,CD2,D,Margie Wakefield,38
Kansas,Labette,W4P2,U.S. House,CD2,D,Margie Wakefield,70
Kansas,Labette,W4P3,U.S. House,CD2,D,Margie Wakefield,70
Kansas,Labette,W4P4,U.S. House,CD2,D,Margie Wakefield,63
Kansas,Labette,City of Chetopa W1,U.S. House,CD2,D,Margie Wakefield,31
Kansas,Labette,City of Chetopa W2,U.S. House,CD2,D,Margie Wakefield,25
Kansas,Labette,City of Chetopa W3,U.S. House,CD2,D,Margie Wakefield,34
Kansas,Labette,City of Oswego W1,U.S. House,CD2,D,Margie Wakefield,36
Kansas,Labette,City of Oswego W2,U.S. House,CD2,D,Margie Wakefield,58
Kansas,Labette,City of Oswego W3,U.S. House,CD2,D,Margie Wakefield,37
Kansas,Labette,Canada,U.S. House,CD2,D,Margie Wakefield,16
Kansas,Labette,Elm Grove,U.S. House,CD2,D,Margie Wakefield,39
Kansas,Labette,Fairview,U.S. House,CD2,D,Margie Wakefield,17
Kansas,Labette,Hackberry,U.S. House,CD2,D,Margie Wakefield,26
Kansas,Labette,Howard,U.S. House,CD2,D,Margie Wakefield,28
Kansas,Labette,Labette,U.S. House,CD2,D,Margie Wakefield,26
Kansas,Labette,Liberty,U.S. House,CD2,D,Margie Wakefield,42
Kansas,Labette,Montana,U.S. House,CD2,D,Margie Wakefield,15
Kansas,Labette,Mound Valley,U.S. House,CD2,D,Margie Wakefield,58
Kansas,Labette,Mt Pleasant,U.S. House,CD2,D,Margie Wakefield,109
Kansas,Labette,Neosho,U.S. House,CD2,D,Margie Wakefield,18
Kansas,Labette,North,U.S. House,CD2,D,Margie Wakefield,77
Kansas,Labette,Osage,U.S. House,CD2,D,Margie Wakefield,62
Kansas,Labette,Oswego,U.S. House,CD2,D,Margie Wakefield,26
Kansas,Labette,Richland 1A,U.S. House,CD2,D,Margie Wakefield,5
Kansas,Labette,Richland 1B,U.S. House,CD2,D,Margie Wakefield,3
Kansas,Labette,Richland 7,U.S. House,CD2,D,Margie Wakefield,16
Kansas,Labette,Walton,U.S. House,CD2,D,Margie Wakefield,91
Kansas,Labette,W1P1,U.S. House,CD2,L,Chris Clemmons,10
Kansas,Labette,W1P2,U.S. House,CD2,L,Chris Clemmons,4
Kansas,Labette,W1P3,U.S. House,CD2,L,Chris Clemmons,1
Kansas,Labette,W2P1,U.S. House,CD2,L,Chris Clemmons,3
Kansas,Labette,W2P2,U.S. House,CD2,L,Chris Clemmons,8
Kansas,Labette,W2P3,U.S. House,CD2,L,Chris Clemmons,11
Kansas,Labette,W3P1,U.S. House,CD2,L,Chris Clemmons,5
Kansas,Labette,W3P2,U.S. House,CD2,L,Chris Clemmons,10
Kansas,Labette,W3P3,U.S. House,CD2,L,Chris Clemmons,13
Kansas,Labette,W3P4,U.S. House,CD2,L,Chris Clemmons,4
Kansas,Labette,W4P1,U.S. House,CD2,L,Chris Clemmons,7
Kansas,Labette,W4P2,U.S. House,CD2,L,Chris Clemmons,14
Kansas,Labette,W4P3,U.S. House,CD2,L,Chris Clemmons,6
Kansas,Labette,W4P4,U.S. House,CD2,L,Chris Clemmons,12
Kansas,Labette,City of Chetopa W1,U.S. House,CD2,L,Chris Clemmons,1
Kansas,Labette,City of Chetopa W2,U.S. House,CD2,L,Chris Clemmons,6
Kansas,Labette,City of Chetopa W3,U.S. House,CD2,L,Chris Clemmons,6
Kansas,Labette,City of Oswego W1,U.S. House,CD2,L,Chris Clemmons,11
Kansas,Labette,City of Oswego W2,U.S. House,CD2,L,Chris Clemmons,12
Kansas,Labette,City of Oswego W3,U.S. House,CD2,L,Chris Clemmons,12
Kansas,Labette,Canada,U.S. House,CD2,L,Chris Clemmons,6
Kansas,Labette,Elm Grove,U.S. House,CD2,L,Chris Clemmons,11
Kansas,Labette,Fairview,U.S. House,CD2,L,Chris Clemmons,3
Kansas,Labette,Hackberry,U.S. House,CD2,L,Chris Clemmons,6
Kansas,Labette,Howard,U.S. House,CD2,L,Chris Clemmons,6
Kansas,Labette,Labette,U.S. House,CD2,L,Chris Clemmons,9
Kansas,Labette,Liberty,U.S. House,CD2,L,Chris Clemmons,6
Kansas,Labette,Montana,U.S. House,CD2,L,Chris Clemmons,3
Kansas,Labette,Mound Valley,U.S. House,CD2,L,Chris Clemmons,13
Kansas,Labette,Mt Pleasant,U.S. House,CD2,L,Chris Clemmons,28
Kansas,Labette,Neosho,U.S. House,CD2,L,Chris Clemmons,5
Kansas,Labette,North,U.S. House,CD2,L,Chris Clemmons,11
Kansas,Labette,Osage,U.S. House,CD2,L,Chris Clemmons,13
Kansas,Labette,Oswego,U.S. House,CD2,L,Chris Clemmons,6
Kansas,Labette,Richland 1A,U.S. House,CD2,L,Chris Clemmons,1
Kansas,Labette,Richland 1B,U.S. House,CD2,L,Chris Clemmons,0
Kansas,Labette,Richland 7,U.S. House,CD2,L,Chris Clemmons,1
Kansas,Labette,Walton,U.S. House,CD2,L,Chris Clemmons,14
Kansas,Labette,W1P1,Governor,,R,Sam Brownback,113
Kansas,Labette,W1P2,Governor,,R,Sam Brownback,54
Kansas,Labette,W1P3,Governor,,R,Sam Brownback,31
Kansas,Labette,W2P1,Governor,,R,Sam Brownback,31
Kansas,Labette,W2P2,Governor,,R,Sam Brownback,86
Kansas,Labette,W2P3,Governor,,R,Sam Brownback,73
Kansas,Labette,W3P1,Governor,,R,Sam Brownback,42
Kansas,Labette,W3P2,Governor,,R,Sam Brownback,93
Kansas,Labette,W3P3,Governor,,R,Sam Brownback,79
Kansas,Labette,W3P4,Governor,,R,Sam Brownback,113
Kansas,Labette,W4P1,Governor,,R,Sam Brownback,56
Kansas,Labette,W4P2,Governor,,R,Sam Brownback,52
Kansas,Labette,W4P3,Governor,,R,Sam Brownback,49
Kansas,Labette,W4P4,Governor,,R,Sam Brownback,91
Kansas,Labette,City of Chetopa W1,Governor,,R,Sam Brownback,33
Kansas,Labette,City of Chetopa W2,Governor,,R,Sam Brownback,42
Kansas,Labette,City of Chetopa W3,Governor,,R,Sam Brownback,50
Kansas,Labette,City of Oswego W1,Governor,,R,Sam Brownback,99
Kansas,Labette,City of Oswego W2,Governor,,R,Sam Brownback,87
Kansas,Labette,City of Oswego W3,Governor,,R,Sam Brownback,52
Kansas,Labette,Canada,Governor,,R,Sam Brownback,69
Kansas,Labette,Elm Grove,Governor,,R,Sam Brownback,219
Kansas,Labette,Fairview,Governor,,R,Sam Brownback,58
Kansas,Labette,Hackberry,Governor,,R,Sam Brownback,73
Kansas,Labette,Howard,Governor,,R,Sam Brownback,92
Kansas,Labette,Labette,Governor,,R,Sam Brownback,96
Kansas,Labette,Liberty,Governor,,R,Sam Brownback,82
Kansas,Labette,Montana,Governor,,R,Sam Brownback,37
Kansas,Labette,Mound Valley,Governor,,R,Sam Brownback,162
Kansas,Labette,Mt Pleasant,Governor,,R,Sam Brownback,230
Kansas,Labette,Neosho,Governor,,R,Sam Brownback,39
Kansas,Labette,North,Governor,,R,Sam Brownback,127
Kansas,Labette,Osage,Governor,,R,Sam Brownback,147
Kansas,Labette,Oswego,Governor,,R,Sam Brownback,57
Kansas,Labette,Richland 1A,Governor,,R,Sam Brownback,10
Kansas,Labette,Richland 1B,Governor,,R,Sam Brownback,4
Kansas,Labette,Richland 7,Governor,,R,Sam Brownback,32
Kansas,Labette,Walton,Governor,,R,Sam Brownback,157
Kansas,Labette,W1P1,Governor,,D,Paul Davis,124
Kansas,Labette,W1P2,Governor,,D,Paul Davis,47
Kansas,Labette,W1P3,Governor,,D,Paul Davis,45
Kansas,Labette,W2P1,Governor,,D,Paul Davis,48
Kansas,Labette,W2P2,Governor,,D,Paul Davis,119
Kansas,Labette,W2P3,Governor,,D,Paul Davis,110
Kansas,Labette,W3P1,Governor,,D,Paul Davis,33
Kansas,Labette,W3P2,Governor,,D,Paul Davis,130
Kansas,Labette,W3P3,Governor,,D,Paul Davis,110
Kansas,Labette,W3P4,Governor,,D,Paul Davis,142
Kansas,Labette,W4P1,Governor,,D,Paul Davis,54
Kansas,Labette,W4P2,Governor,,D,Paul Davis,101
Kansas,Labette,W4P3,Governor,,D,Paul Davis,83
Kansas,Labette,W4P4,Governor,,D,Paul Davis,105
Kansas,Labette,City of Chetopa W1,Governor,,D,Paul Davis,38
Kansas,Labette,City of Chetopa W2,Governor,,D,Paul Davis,27
Kansas,Labette,City of Chetopa W3,Governor,,D,Paul Davis,42
Kansas,Labette,City of Oswego W1,Governor,,D,Paul Davis,67
Kansas,Labette,City of Oswego W2,Governor,,D,Paul Davis,71
Kansas,Labette,City of Oswego W3,Governor,,D,Paul Davis,56
Kansas,Labette,Canada,Governor,,D,Paul Davis,24
Kansas,Labette,Elm Grove,Governor,,D,Paul Davis,66
Kansas,Labette,Fairview,Governor,,D,Paul Davis,22
Kansas,Labette,Hackberry,Governor,,D,Paul Davis,34
Kansas,Labette,Howard,Governor,,D,Paul Davis,36
Kansas,Labette,Labette,Governor,,D,Paul Davis,43
Kansas,Labette,Liberty,Governor,,D,Paul Davis,56
Kansas,Labette,Montana,Governor,,D,Paul Davis,21
Kansas,Labette,Mound Valley,Governor,,D,Paul Davis,84
Kansas,Labette,Mt Pleasant,Governor,,D,Paul Davis,163
Kansas,Labette,Neosho,Governor,,D,Paul Davis,25
Kansas,Labette,North,Governor,,D,Paul Davis,103
Kansas,Labette,Osage,Governor,,D,Paul Davis,81
Kansas,Labette,Oswego,Governor,,D,Paul Davis,28
Kansas,Labette,Richland 1A,Governor,,D,Paul Davis,9
Kansas,Labette,Richland 1B,Governor,,D,Paul Davis,9
Kansas,Labette,Richland 7,Governor,,D,Paul Davis,16
Kansas,Labette,Walton,Governor,,D,Paul Davis,120
Kansas,Labette,W1P1,Governor,,L,Keen Umbehr,8
Kansas,Labette,W1P2,Governor,,L,Keen Umbehr,4
Kansas,Labette,W1P3,Governor,,L,Keen Umbehr,2
Kansas,Labette,W2P1,Governor,,L,Keen Umbehr,2
Kansas,Labette,W2P2,Governor,,L,Keen Umbehr,5
Kansas,Labette,W2P3,Governor,,L,Keen Umbehr,9
Kansas,Labette,W3P1,Governor,,L,Keen Umbehr,3
Kansas,Labette,W3P2,Governor,,L,Keen Umbehr,7
Kansas,Labette,W3P3,Governor,,L,Keen Umbehr,15
Kansas,Labette,W3P4,Governor,,L,Keen Umbehr,12
Kansas,Labette,W4P1,Governor,,L,Keen Umbehr,4
Kansas,Labette,W4P2,Governor,,L,Keen Umbehr,13
Kansas,Labette,W4P3,Governor,,L,Keen Umbehr,5
Kansas,Labette,W4P4,Governor,,L,Keen Umbehr,6
Kansas,Labette,City of Chetopa W1,Governor,,L,Keen Umbehr,1
Kansas,Labette,City of Chetopa W2,Governor,,L,Keen Umbehr,3
Kansas,Labette,City of Chetopa W3,Governor,,L,Keen Umbehr,5
Kansas,Labette,City of Oswego W1,Governor,,L,Keen Umbehr,14
Kansas,Labette,City of Oswego W2,Governor,,L,Keen Umbehr,8
Kansas,Labette,City of Oswego W3,Governor,,L,Keen Umbehr,8
Kansas,Labette,Canada,Governor,,L,Keen Umbehr,5
Kansas,Labette,Elm Grove,Governor,,L,Keen Umbehr,11
Kansas,Labette,Fairview,Governor,,L,Keen Umbehr,0
Kansas,Labette,Hackberry,Governor,,L,Keen Umbehr,3
Kansas,Labette,Howard,Governor,,L,Keen Umbehr,8
Kansas,Labette,Labette,Governor,,L,Keen Umbehr,6
Kansas,Labette,Liberty,Governor,,L,Keen Umbehr,4
Kansas,Labette,Montana,Governor,,L,Keen Umbehr,2
Kansas,Labette,Mound Valley,Governor,,L,Keen Umbehr,12
Kansas,Labette,Mt Pleasant,Governor,,L,Keen Umbehr,19
Kansas,Labette,Neosho,Governor,,L,Keen Umbehr,2
Kansas,Labette,North,Governor,,L,Keen Umbehr,8
Kansas,Labette,Osage,Governor,,L,Keen Umbehr,6
Kansas,Labette,Oswego,Governor,,L,Keen Umbehr,3
Kansas,Labette,Richland 1A,Governor,,L,Keen Umbehr,1
Kansas,Labette,Richland 1B,Governor,,L,Keen Umbehr,1
Kansas,Labette,Richland 7,Governor,,L,Keen Umbehr,2
Kansas,Labette,Walton,Governor,,L,Keen Umbehr,3
Kansas,Labette,Parsons W1P1,Secretary of State,,R,Kris Kobach,129
Kansas,Labette,Parsons W1P2,Secretary of State,,R,Kris Kobach,60
Kansas,Labette,Parsons W1P3,Secretary of State,,R,Kris Kobach,32
Kansas,Labette,Parsons W2P1,Secretary of State,,R,Kris Kobach,39
Kansas,Labette,Parsons W2P2,Secretary of State,,R,Kris Kobach,102
Kansas,Labette,Parsons W2P3,Secretary of State,,R,Kris Kobach,93
Kansas,Labette,Parsons W3P1,Secretary of State,,R,Kris Kobach,46
Kansas,Labette,Parsons W3P2,Secretary of State,,R,Kris Kobach,101
Kansas,Labette,Parsons W3P3,Secretary of State,,R,Kris Kobach,101
Kansas,Labette,Parsons W3P4,Secretary of State,,R,Kris Kobach,137
Kansas,Labette,Parsons W4P1,Secretary of State,,R,Kris Kobach,66
Kansas,Labette,Parsons W4P2,Secretary of State,,R,Kris Kobach,78
Kansas,Labette,Parsons W4P3,Secretary of State,,R,Kris Kobach,50
Kansas,Labette,Parsons W4P4,Secretary of State,,R,Kris Kobach,117
Kansas,Labette,City of Chetopa W1,Secretary of State,,R,Kris Kobach,38
Kansas,Labette,City of Chetopa W2,Secretary of State,,R,Kris Kobach,44
Kansas,Labette,City of Chetopa W3,Secretary of State,,R,Kris Kobach,50
Kansas,Labette,City of Oswego W1,Secretary of State,,R,Kris Kobach,117
Kansas,Labette,City of Oswego W2,Secretary of State,,R,Kris Kobach,100
Kansas,Labette,City of Oswego W3,Secretary of State,,R,Kris Kobach,67
Kansas,Labette,Canada,Secretary of State,,R,Kris Kobach,73
Kansas,Labette,Elm Grove,Secretary of State,,R,Kris Kobach,239
Kansas,Labette,Fairview,Secretary of State,,R,Kris Kobach,60
Kansas,Labette,Hackberry,Secretary of State,,R,Kris Kobach,77
Kansas,Labette,Howard,Secretary of State,,R,Kris Kobach,93
Kansas,Labette,Labette,Secretary of State,,R,Kris Kobach,112
Kansas,Labette,Liberty,Secretary of State,,R,Kris Kobach,92
Kansas,Labette,Montana,Secretary of State,,R,Kris Kobach,39
Kansas,Labette,Mound Valley,Secretary of State,,R,Kris Kobach,174
Kansas,Labette,Mt Pleasant,Secretary of State,,R,Kris Kobach,265
Kansas,Labette,Neosho,Secretary of State,,R,Kris Kobach,44
Kansas,Labette,North,Secretary of State,,R,Kris Kobach,147
Kansas,Labette,Osage,Secretary of State,,R,Kris Kobach,161
Kansas,Labette,Oswego,Secretary of State,,R,Kris Kobach,59
Kansas,Labette,Richland 1A,Secretary of State,,R,Kris Kobach,9
Kansas,Labette,Richland 1B,Secretary of State,,R,Kris Kobach,9
Kansas,Labette,Richland 7,Secretary of State,,R,Kris Kobach,29
Kansas,Labette,Walton,Secretary of State,,R,Kris Kobach,167
Kansas,Labette,W1P1,Secretary of State,,D,Jean Schodorf,110
Kansas,Labette,W1P2,Secretary of State,,D,Jean Schodorf,45
Kansas,Labette,W1P3,Secretary of State,,D,Jean Schodorf,46
Kansas,Labette,W2P1,Secretary of State,,D,Jean Schodorf,43
Kansas,Labette,W2P2,Secretary of State,,D,Jean Schodorf,103
Kansas,Labette,W2P3,Secretary of State,,D,Jean Schodorf,91
Kansas,Labette,W3P1,Secretary of State,,D,Jean Schodorf,29
Kansas,Labette,W3P2,Secretary of State,,D,Jean Schodorf,124
Kansas,Labette,W3P3,Secretary of State,,D,Jean Schodorf,101
Kansas,Labette,W3P4,Secretary of State,,D,Jean Schodorf,121
Kansas,Labette,W4P1,Secretary of State,,D,Jean Schodorf,46
Kansas,Labette,W4P2,Secretary of State,,D,Jean Schodorf,85
Kansas,Labette,W4P3,Secretary of State,,D,Jean Schodorf,85
Kansas,Labette,W4P4,Secretary of State,,D,Jean Schodorf,81
